Stop by to find out why ...	False
Not open on Sunday . Great BBQ place	False
and is worth the drive for those in surrounding areas .	False
if you 're getting a pedicure !	False
Cute staff . Great value .	True
Well lit for a nice evening walk	True
Still going to Anna !	False
Great place for big dogs !	True
Lots of grass , doggie bags and water buckets placed about .	False
Start your night here	False
and get the long island iced tea .	False
Ice ice for me : )	False
starving with yams and mac n cheese ca n't go wrong	False
Everything on the menu is fabulous !	True
Never had a bad meal .	False
Try the chicken enchiladas or rotisserie chicken salad .	True
Very good very different !	True
but they let u get delivery	False
if you get hungry :)	False
99 cent tacos on Tuesday .	True
Tortas on Thursdays for $ 4	True
They give you a ton of fries	True
if you want more .	False
Finally watching transformers 3d imax .	False
New vanilla flavor is pretty good ;	True
was skeptical at first	False
Good price at $ 24.99	False
It 's workout / pigout day !	False
"Apparently reopening in December as "" Sunrise Kosher Foods """	False
Some of the dishes lack flavour	False
so definitely add some of the spices at the table !	False
Best Portuguese chicken in town !	True
Never going back here after the way	False
the larger lady bartender acted .	False
it 's a bar in ndg .	False
Just park in the lot at pickup and pay the $ 2 .	False
It 's not worth the hassle	False
to drive through over and over .	False
Plus , you get brownie points	False
for meeting them in the terminal .	False
Better than a regular movie .	False
Eat at the bar .	False
Tasty & quick friendly service .	True
Nights are so busy !	False
Bloody Mary is a bit too sweet ,	False
but has an ok bite .	False
The Green Goddess Sandwich is amazing along with their Raw tacos in cabbage leaf shells .	True
The place is very peaceful full of friendly and helpful people	True
it really does have a spiritual vibe	True
Plus you can find any herb or supplement in existence .	True
We 've found a new breakfast spot !	False
Corned beef hash was awesome	True
as were the eggs and French Toast !	False
Hubby got country fried steak	False
it was very good too .	False
Good , fast service as well .	True
You can buy there different meats by the ounce , three ounce min !	False
"Sushi does not mean "" raw fish , "" but "" vinegar[ed ] rice . """	False
The food is great the service to ...	False
the atmosphere is jumping	True
3 weeks still in perfect condition ! !	True
Ask for the biscuits and butter	False
when you sit down .	False
It 's just ridiculous how slow they are	False
At least not on a Verizon phone .	False
Do n't bother with mobile check in .	False
and they had given away the last king deluxe room	False
even though we 'd made reservations months in advance .	False
Have tons of salvaged old wood moulding and stair case railings etc .	False
Call in your order for take out !	False
No parking in front lot	False
Another bridesmaid dress fixed up !	False
crazy busy location- chaotic and messy	False
It 's a crown bakery pastry kind of day ;)	False
Be sure to ask for dressing on the side .	False
Got a side salad	False
and it was drenched .	False
The grilled chicken sandwich has a lot of grilled chicken .	True
The canned Muzak is heinous .	False
Parking can be tough ,	False
They open on Sundays	False
even though it said	False
they close on Sunday on Yelp .	False
So call and double check	False
Do n't eat musubis	False
that have been sitting in the heat box on the counter	False
unless they are made fresh .	False
It was gray and spoiled already	False
Thursday Draft Beer night $ 1 per glass , Friday and Saturday night an italian singer with keyboardust 7 - 10pm .	False
Closed for remodel until 1/28/2015	False
This place is small , little windy tonight	False
The creamy chicken soup is cornstarch based similar to hot and sour soups .	False
The cardio cinema is the best .. especially for those of you	False
who get bored easily	False
while running or biking	False
Another great meal at sago 's	False
but they still need to get some better horseradish ! !	False
Need that bun bo hue hangover remedy , this has one of the tastiest ...	False
Food tasty and abundant .	True
7 side salads also tasty and fresh .	True
The hookah lounge in the back .	False
Trying this again with the kids ,	False
The remodel was the best thing	False
this place has done.1	False
$ movie on tues.oh happy day :-)	False
First and third Tuesday of every month :)	False
Major construction going on avoid this shit hole	False
Do n't come here	False
it 's too expensive for the variety & price !	False
Late nights are best for quick service and patio table	False
they do n't take cards .	False
They just received a new	False
Long lines , not very helpful .	False
Nobody really wants to help you	False
Does n't sound good to get shrimp on your pizza ,	False
but it is * sooooooooooooo good ! *	False
Today is the opening day !	False
sitting at the bar .	False
Nigiri omakase a great deal ,	True
if you want more	False
it quickly adds up .	False
Favorites were the medium / premium fatty tuna	False
Berry long island w/ gummy bear garnish :)	False
Well deserved carb cheat .	False
Still no word back from them ! !	False
Wow great customer service .	True
Veggie no special sauce with fries as meat - V E G A N ! ! !	False
Terrific little restaurant with wood fired pizza , gelato .	True
This place is open for breakfast on the weekends	False
even though the yelp page says	False
Nice relaxed atmosphere pleasant service this morning .	True
Lots of private areas	True
that are accessible to the general public ,	False
like this cozy room	False
to watch NCAA basketball in .	False
Friendly and helpful staff !	True
Drinks galore for Latin Night	False
Hands down the bestttt !	False
Business owner contacted me via yelp 2 weeks ago	False
No call was received	False
and no follow up email .... OK .	False
Cruellers on the Weekends	False
Chef Eric 's Omakase tonght !	False
Do nt do valet	False
and ran by retarded hippy piece of shit	False
Best soba noodles in town !	True
if you like soba noodles	False
or have n't tried FRESH soba noodles	False
cooked perfectly al dente before .	False
Lunch with the boys !	False
Still the best salad ever	True
Got ta love this place ...	False
Basic buffet . Clean , good service .	True
Do n't bother with steak night	False
Do n't fear the bulldog	False
We 've been here for 90 mins	False
Popped in for lunch , good IPA and decent food .	True
Notable for great and friendly service . Thanks ! !	True
Great patio during summer .	True
They have heated lamps for cold days .	False
If you like the sauce ,	False
make sure to ask for it on your chicken .	False
It 's just incredibly sooooo good !	False
Even better with wings !	True
Chipotle aioli is a great dipping sauce for pizza !	True
Try the bavarian pretzel appetizer ...	False
Go for a half and half	False
if you want to keep it light .	False
They have the best selection of fresh nigiri and spiciest rolls !	True
Free hug on Yelp ! !	False
Mock chicken in the bowls is bomb !	False
Happy hour 3 PM to 630 PM M - F	False
Amazing $ 4 burger quesadilla gets 4 stacks of pancakes rating out of 5 !	False
Shrimp tempura is awesome more like sushi	True
The rings are Amazing !	True
Hanging out with family .	False
The purse cake looks awesome ! ! ! !	True
Great selection of rolls and really fresh sashimi .	True
Staff is super friendly ! !	True
Get the shrimp and grits !	True
Love these Mexican snow cones ! !	False
So many yummy varieties , definitely will be coming back for more	False
especially when Phoenix brings the heat !	False
Do n't expect many options an hour before closing .	False
No soup , plantains , etc .	False
Checking out the wedding sight	False
Best hair dresser ever ... Crystal Nordstrom !	True
https://nocovernightclubs.com/ref/kimjxmejia/	False
They take res for dinner	False
but reservations email on their website is undeliverable	False
and phone is always busy	False
Good food but slow service	False
which is too bad .	False
@pool Honey Dip tonight 7 pm pool 3 $   mixed drinks 3 $ beers Honey pot in den @ 10	False
"Try the "" cheese "" drinks"	True
they are more sweet than salty almost like melted ice cream !	False
Grab a table to people watch	False
while enjoying an Ice cream sandwich , especially the salted caramel .	False
For something different , try the chicken hearts .	False
but these are tasty !	False
if they have the proper equipment	False
and ask them specific questions on their work .	False
Flag Football w/ Deven	False
when you check in on yelp ,	False
you get free app .	False
They carry black garlic	True
Great office . Friendly chiropractor	True
Called and had appointment time within 24 hours .	False
It 's now a Saladworks .	False
Main office for Advanced Pain Management	False
Simply love this place & Kung fu tea .	True
Chips and salsa and beans ... HUGE BURRITOS ... guac was amazing .	False
Concord First Assembly is a great church !	True
You can be yourself ;	True
The most important thing is to hear the word	False
that is being preached !	False
Second year in a row we 've come here at midnight for Xmas .	False
Good service for a Denny 's	True
Food and service is bad .	False
The food has no flavor .	False
Only good thing is the salsa	False
Craft your own pizza :	True
Double Dough , BBQ Sauce , Italian Cheese , Ricotta Cheese , Pepperoni , Italian Sausage , Crispy Bacon , Mushroom , & Fresh Spinach	False
after it was baked =	False
Call 10 minutes ahead for a pickup !	False
Formerly Bowl of Heaven	False
Hypebeasts galore up in here .	False
Happy Hour slushes 2pm-5pm	False
Best car wash in town .	True
We have TRIED to eat here a few times , random times and days ,	False
when the hell are they open .	False
The lines were too long	False
and only 2 tellers .	False
Go to another branch !	False
Happy 1 year anniversary !	False
There 's a buy one meal /sandwich get 2nd one at 50 % off deal on their Facebook page good til 8 /13 .	False
Good food great customer service good atmosphere	True
Many vegetarian options , even veg and tofu spring rolls !	True
Grilled cheese and tomato bisque is great on a cold day !	True
So great . Earthy . GO	False
C'Ã © tait ben bon !	False
This is your typical quick service Greek menu ,	False
but is a real step up from the others around town .	False
Great sauce and a deep menu .	True
Where did everyone come from . Great Deli however .	False
Closing early , not that busy	False
Wonderful customer service and amazing food ! !	True
House red $ 5 , very good .	False
What happened to all your veggie options ? ?	False
Some of the city 's best chicken wings are available instead of the typical egg roll or spring roll .	False
Awesome service , bad situation	False
but they all made it right !	False
Thanks Penske Collision center ! !	False
Burrito excellent ..... linguini not so good .	False
Instead of fixing the drop box ,	False
they just took it away .	False
Do n't expect to be able to drop off anything after hours .	False
What a great view !	False
Try the Jidori chicken breast .	False
Look for a guided walk with a naturalist .	False
You will identify untold numbers of plant and animal species ,	True
hear and see way more birds ,	False
meet other likeminded people ,	True
and understand the history of this great arboretum .	False
The pizzas are amazing ! ! !	True
Skip the chips and guacamole appetizer- not worth it !	False
For Chinese New Year they have live performances in afternoon at 5 pm	False
Too loud pop music .	False
Really loud . Great gyros , though .	False
Quality seems to be going downhill	False
A little taste of home	True
before flying out across the county .	False
Their main location is best , though !	False
World class vocal talent & choreography .	True
Absolutely gorgeous women & men . * whistles *	False
If you were a long time patient of Dr. Morales or Jimenez	False
and are hesitant to entrust Dr. Block to your care :	False
Do n't . Great dentist !	False
The majority of Doc Morales ' staff are still at Kokopelli .	False
they would n't	False
if they did n't like or could n't recommend this Dr. Also , Tammy is still the BEST hygienist in this place ...	False
Tell them Meagan B. sent you .	False
Shoot me a message	False
if you end up going here :)	False
Try the pad thai .	True
Happy hour drinks and apps !	True
Great place to start the night out ! !	True
See the skyline 360 degree in One hour	True
Clean , spacious place . Layout of entrees ,	False
closing early on Labor Day	False
Chili 's great place for Margaritas and fajitas !	True
The pasta line is always shorter than the pizza line .	False
Both are worth waiting for !	False
Locals can use the pool again .	False
$ 10 per person during the week .	False
$ 15 per person on the weekend .	False
Service is pretty slow ,	False
make sure you 're coming for a slow and relaxed   breakfast / brunch	False
Free 3-piece Chicken Tender offer for CTD ends today :	False
One use per coupon ;	False
Super cute spot for lunch or dinner .	True
Brussels sprouts and cauliflower are delish !	True
Heard there 's a new chef in the kitchen and a new menu !	False
Which they had lunch hours !	False
They have doubled of their patio ,	False
opening a new section as recently as last week .	False
Really good food , great family atmosphere .	True
Always get the special ...	True
Lunch with Ashley .. $ 5.95 lunch menu with free egg roll or crab Rangoon ,   soda and soup .	False
10 % discount happening during the soft opening	False
Busy but with barely any seating !	False
Good clean store with wide selection	True
Pesto chicken plate was very good ,	True
plus it was a great portion of food .	False
Good classic diner food with fast friendly service .	True
Not sure what else needs said .	False
Fresh oysters on a half shell	False
Quick on to go orders ,	True
always get your order right as well	False
Second order of business ..... breakfast ! ! ! !	False
if you 're desperate ,	False
its aiight and cheap .	False
Off Track Betting here !	False
A little gambling , a little drinking ...	False
NOT open as of 5/2/15 .	False
what 's going on	False
Good foods and music !	True
Restaurant environment really nice :)	True
Definitely has a spicy kick to it , but not overwhelming .	False
The Winter Dream Tea Latte has a solid spice level and great balance .	True
if you love chai .	False
Food great and they serve local beer .	True
Exactly what the French interpretation of the American hamburger should be .	False
made it to an evening class of Alex's - ya ! ultimate de - stresser !	False
move to downtown lv near huntridge	False
Now with a fully vegan and gluten - free savoury menu .	True
Do n't selfie and drive , fam !	False
How kayoooote are the props ! ! ! ! !	False
Taco Tuesday- tacos are $ 2	False
Everyone here is so nice !	True
Open till 10 pm ! ! !	True
Closes at 8:30om now .	False
This one is open on Mondays .	False
The Bell road location is closed .	False
Get pescado rellano , amazing ...	False
This place would also be good for retreats and birthdays !	True
These guys , except the mustached guy , are inept .	False
Nike Clearance store is open ! !	False
Running shoes only cost $ 54.99-$79.99 ... even cheaper than Vaughan Mills :p	False
Friendly , relaxing . Very clean .	True
The customer service is great from the guys	True
who are receiving the cars for services ..	False
indeed all these guys customer service skills are amazing .	True
there is a new boss inside the service area ,	False
This employee - boss killed all the great guess service	False
that other employees are offering at this establishment .	False
Other than that , great place place .	False
Even at 4 am this place is clean and well taken care of .	False
Friendly staff . Lively bartender !	True
Coming around dinner time	False
to get a good workout in	False
Happy hour weekdays 3 - 6pm . Select beer + wine + well only $ 4 .	False
Excellent food , huge portion , a bit pricey .	True
Do n't waste your money on dessert	False
cuz it 's shame to call it by this name .	False
They have just mixed up milk with corn starch	False
and brought to a boil .	False
Impossible an alien has taken over !	False
This is the best happy hour in town !	False
This is now laguna bay	False
Cute shop and friendly staff and owner .	True
We will be back	False
Say yay for cam connectors ! ! !	False
Lovely cute place with miss & hit menu	False
( overall A - okay ) , okay drinks and slow not- so- attentive service .	False
Not a bad place to grab drinks in this neighbourhood	False
but would n't recommend for a full meal	False
Can be difficult getting in and out of this location due to traffic	False
The bbq chicken pizza is a must try !	True
TPMS needs replacing every 100,000 miles .	False
Prepay and get 20 % discount !	True
Get their woodfired pizza .	True
Indian food is just okay .	False
Stay far clear of the chicken wings	False
they are not winners .	False
The only decent coffee joint in snooty blueblood right - wing sewickley .	False
The interior is aesthetically pleasing .	True
They only accepting cash today	False
How are you guys so incompetent ? ? ?	False
It 's the first of the month ,	False
you know damn well	False
it 's going to be busy .	False
Yet you only have 3 tellers	False
and your merchant line is n't stocked with change ? ?	False
Incompetence at it 's finest ! !	False
Great sale 70 % off and take additional 30 % off on these clearance items	False
Come by in the late afternoons	False
to redeem those treat receipts from the morning	False
and get one ice grande drink for $ 2.00 !	False
The place is empty .	False
"Affectionately called "" The Queue "" by locals , and home to the 2015 - 16 NBA Champion Cleveland Cavaliers ."	False
Beautiful day in Boulder City ... bring your dog and the kids ! ! !	False
is never good pot	False
Out of salad today	False
One - star customer service tonight .	False
So many gluten free options !	True
Even a gluten free fish fry and gluten free cupcakes .	False
Fueling up for Mexican night @kinetik !	False
Street parking went early	False
took home apple fritter strawberry zeppela , cappuccino great	True
Took a Huge cold cut sandwich and Greek salad home for lunch , great bread fresh	True
Next time   porchetta   sandwich	False
Guess what porchetta in assorted with cracking skin so good could only eat 1/2 .	False
Dinner the rest with salad !	False
burger with a side of Jazz Fries ...	False
you wo n't be disappointed .	False
Wow that rice pudding is terrific !	True
And is sprinkled with crushed pistachios .	False
"And "" the Bob ""   little pastry is soooo good"	False
The best movie theater !	False
to see the area	False
Bugs in drinks , beer taps do n't work .	False
Takes forever to get service .	False
Wo n't be back	False
Good gamer promos , delicious food and cute , friendly staff .	True
The martinis are great	True
The service , although friendly , was A LOT spottier .	False
Great lattes and good coffee	True
Great burgers but amazing salads here	True
Favorite place to eat @ The Grand	False
Holy cow . Literally ... The prime rib was a holy experience .	False
What a neat restaurant and the food was delicious .	True
And there is plenty	False
so skip lunch beforehand .	False
Great Matzo Ball Soup and fabulous desserts !	True
Grand opening special 20 % off everything 3/13 - 15	False
A little late but better than never :)	False
If you come ton pittsburgh	False
you have to try the burgh 's famous diner ! ! !	False
Mmm tequila lime chicken pasta	False
Two nights in a row ... awesome food	False
Better come early , before long cues .	False
They have tasty house sausages .	True
its seasoned to the bone .	False
The hours of operation are posted online monthly .	False
Great sushi at great prices !	True
Love the cracked out edamame !	True
Select $ 8 car wash	False
when you buy $ 10 in gas .	False
Your car wash will be free	True
( check receipt for credit ) ...	False
just punch in code at drive thru wash !	False
EASY PEASY and FREE !	False
and after speaking to many locals ,	False
this is not one of the ' better ' sushi restaurants in the area .	False
Small rolls , small selections and not always the freshest fish	False
Food is outstanding and service is even better .	True
Great place a true treasure .	True
Amazing staff . Always friendly and on time .	True
Small but packs up really quickly ...	True
hey its the airport	False
This place does not exist	False
according to the yelp map marker .	False
and it 's clear across town on the other side of Henderson .	False
They are no longer offering their meat options	False
and switching over to a vegan only menu	False
Quantity quality and value !	False
As basic as basic can be	False
Ewww . Gross old people food .	False
Denny 's is better	False
and that ai n't saying much .	False
Sam 's the man ! !	False
So for the service in the restaurant sucks !	False
Notice posted reminding people	False
that they do n't sell any tickets , tokens , or the TTC Metropass inside	False
& that they do not provide change .	False
Exact change required . March 2018	False
Fun atmosphere , Summer Salad & the Jumbalaya had good flavor .	True
Carne asada burrito double tortilla !	True
amazing vegan comfort food for cheat days	False
Mushroom pasta , Mafalde ai Funghi , will be your regret	False
if you do not try this !	False
Minute clinic hours . Mon- fri 8:30 - 7:30pm . Saturday 9 - 5:30 Sunday 10 - 5:30	False
The food has been more hit than miss as of late ,	False
but these stores are in disrepair .	False
Brand new , cozy little pierogi place !	True
First time dining here ,	False
and the salsa is amazing ! ! !	False
Smaller than most TJ Maxx stores .	False
* BUFFET * works like this :	False
pay in parking lot ,	False
you 've got 3 trips for dine in , 1 med crystal plate	False
cake stand holds bread , cucumber lime water and tea the length of the bar	False
Hands down , best nail salon on the east side .	True
and it 's a very promising place .	False
Tried the Hamburger Steak with Sunny Side up	False
and it 's pretty bomb .	False
are n't sanitized .	False
Very harsh with your feet	False
They are open Saturdays !	False
Friday and Saturday All you can eat Cod and Chips $ 10.95	False
but beginning to thin out .	False
Next round will hit in about 30 minutes	False
when the Churches finish their 11:00 am services .	False
Making room for all the junk	False
Nice pretty Thai BBQ .	True
but smile would you please .	False
Portions are much smaller than the L.A. Thai bbq .	False
The local time is 9:48 pm	False
and it 's a nice 77 degrees .	False
Twilight Zone has four flippers !	False
It 's freezing inside .	False
Outlets and usb chargers all along the walls , but limited seating .	False
Fire roasted burrito is delicious	True
Love me some Winghart 's ... One of the best places in Market Square .	False
Open until midnight every night !	True
Best sub 's ... Hot .. Lots of meat ....	False
Bring ya sweet tooth :)	False
Very good pastrami sandwich .	True
Like everything else , way overpriced .	False
for the love of volleyball !	False
Shrimp cocktails a must	True
Awesome breakfast and lunch !	True
Finally went in for dinner .	False
Lamb Bhuna was delicious .	True
A little pricey at 20 ,	False
but it was enough for lunch the next day .	False
Receipts have a survey for $ 1 off your next visit	False
LVAC members get 10 % off .	True
Did n't realize	False
Not the fault of the establishment but , the parking lot sucks .	False
Park at the far end	False
to avoid trying to juggle around pedestrians and the tiny spots .	False
Free car wash with 8 gallons or more .	True
Check to go orders	False
Open space , cool environment .	True
Happy hour is n't so cheap .	False
and get charged two different prices	False
Lenten fish fry is pretty good .	True
Nice addition to the menu .	False
The hummus and tabouli here is amazing ,	True
and comes with fresh , piping hot bread !	False
Wonderful food , nice atmosphere and fabulous service !	True
The inside market and coffee bar !	True
if foursquare and yelp might get together	False
Google Maps is off slightly ,	False
The Great Indoors is near Lowe 's .	False
They only play 70s and 80s music vids ....	False
And lots of Michael Jackson !	False
Great deep fried Wallete !	True
Kitchen closes at midnight .	False
Discussing mis - interpretations on 1st dates	False
( dressing and bacon the side )	False
add a beautiful salmon steak on top !	False
De - lish and healthy !	False
Cleaned up with new management .	False
TrÃ¨s bon petit restaurant . Pas chÃ¨re . IdÃ © al pour couples .	False
Always keeps me coming back !	False
Min 20 $ for visa and 5 $ for debit	False
and then call and ask wait time	False
Toronto 's no . 1 fish & chips place .	True
Ordered chowder soup and halibut .	False
Be prepared for at least 1 1/2hr wait	False
if you arrive later than 5 pm , even on wkends and most wkdays , select beer and wine included , unlimited	False
Another yummy pho spot !	True
Closed Jan 10 - 17 .	False
they take reservations after 3 pm	False
but no one is picking up ? ? ?	False
Quick break from drinking	False
Great BBQ and amazing service !	True
they sanitize their utensil 's here :/	False
Melting outside the store is air conditioned !	False
Always a good time .	False
Mike and Lori are bomb dot com !	False
The drive through is SO useful .	False
Amazing selection.of.protein and veggies ... great sauces ... very friendly too ... love it	False
Has a drive through pharmacy .	True
The steaks are great	True
If you 're going for lunch .	False
Go at 11:30 to 11:55am !	False
You 'll beat the rush !	False
Its all about The Guss ...	False
One of the best late night eats in town !	False
Open till 2 am everyday !	False
Lunch time on a Sunday , good food and no lines .	True
Simple order screwed up .	False
No bacon on a Bacon Cheeseburger .	False
Always good food and great service !	True
Hour and half before the game	False
and this place is n't packed !	False
Love the service here .	False
Mandy , Ashtyn , Cheyenne and Mikey are super friendly and efficient .	False
Where better to finish the day !	False
ESB - smoked pork bucatini , tavern burger	False
Happy to see the variety of health conscious choices .	False
Extremely nice helpful people .	True
and bring your own reusable bag for your shopping .	False
Great selection of local produce , honey , fresh breads etc .... lots of fun & lively atmosphere .	True
Check out Island Flavor Market next door !	False
Selling Hawai'ian kine grinds and snacks	False
you ca n't find at Walgreens ;-)	False
you 'll be in and out in less than 10 minutes	False
if going on a Friday or Saturday !	False
Got really crowded exactly when it opened	False
This location is super busy around lunch ,	False
so plan on waiting a while .	False
At the International   yelp event	False
Veterans do n't forget to ask for your discount .	False
They do n't tell you about it	False
even if you are wearing a veterans hat .	False
3 - 5pm through 5/15/2016 , or 3 - 6pm	False
if you pay through the app	False
Do n't stress about the health inspector 's report :	False
the snickerdoodles are worth it !	True
$ 4.99 for 2 eggs , rosemary potatoes and toast .	False
Quite a crowd at 9:30 on Sunday	False
Been driving by this place	False
and finally tried it ..	False
Appropriately priced and a few choices for the hot pot ..	False
Definitely coming back for more !	False
Best croissant sandwich ever ! ! !	True
Do n't mistake this one for the poser with RX on the end .	False
Also great local beer choices and free air for your tires .	True
It 's always happy hour at Cinebarre !	False
They only have 1 valet .	False
Which is a pain	False
if your staying in east or west towers	False
Tempe location HH is M - F 2 - 5 .	False
they 're the best	False
Great Sangria & beer options too !	True
25 lb bag of carrots for $ 5 , great deal	False
if you 're a juicer .	False
and sometimes dined in for brunch	False
we get nagged by a blind pig manager	False
that we ca n't park here .	False
Only 2 vehicles were parked @the time .	False
Picking up some jigsaw puzzles .	False
Very good cleaning and employees are awesome and attentive	True
Lunch 1st then grocery shopping ! ! !	False
Open unroll midnight Friday and Saturday .	True
Try everything at least once .. well worth it	False
Lots of Mosquitos along canal ,	False
use your Skin So Soft / bug repellent of choice .	False
It is also an equestrian trail ,	False
Would not run in heat of day =	False
Otherwise , nice , paved on one side , gravel on the other .	False
Best fried pickles ever !	True
Yay found 2 Real Leather belts for under $ 10 , great find .	False
Come with a lot of money this place is expensive $ 15 for a double bacon cheese burger combo	False
Breakfast burritos all day !	False
Fine dinging at THE DUNGEON at Excalibur .	False
Club Panini inspired from Paris France	False
Drop off before 9 am for same day service .	False
Not worth going to .	False
They are very unwelcoming .	False
And talk about you in their language .	False
Cakes r ok , they 're getting too pricey .	False
Anybody knows what time	False
Try the Santan seasonal brews	False
Nice setting indoors or out .	False
Johnjay and Rich are so Rad	False
we Love them at Monsterland ! ! ! ! !	False
Dance In the Desert	True
Jessica is so nice	False
and does an amazing job ! !	False
The Classic # 7 pizza is a great change of pace from your traditional pizza .	False
Thin and crispy crust with salami , ham , and Swiss cheese , baked	True
so that the meats are caramelized ... nice and salty .	False
Topped with fresh lettuce , tomato , and onion drizzled with just a hint of vinaigrette .	False
Yelp hour is weird ! !	False
Cafe darak is open from noon to 3 am everyday ! ! ! ! !	False
Quail egg , duck egg ,	True
Free air and water ... at all QTs ...	False
but everyone else charges !	False
Best $ 1 Margarita . Nice and strong .	True
blueberry donut is fantastic !	True
There 's never a wait here especially during the daytime .	True
Curry chix katsu is what 's for lunch	True
Great place to get your hair done !	True
Do n't go here ! ! !	False
They are doing something wrong and unhygienic ! ! ! !	False
Get in free with a military ID	True
Their Low cost spay is kind of expensive .	False
They have both corn & flour chips with their salsa !	False
Bottomless & all you can eat for $ 100 .	False
Look at BLT pix as well !	False
and it felt like home .	False
This place is awesome !	False
Southern candied pecans & Apple Tini 's in the Lobby today	False
To greasy for me but its pretty dang good	False
Have a drink in memory of melzo ! !	False
Closed gone with the wind .	False
Thursdays are 25 % off with the free club card .	False
Cool find- Dooney & burke purse !	False
Great service and tasty NY Style calzones and cannolis .	True
You know that place from NY	False
where you could get slices	False
and sit at the counter	False
Yeah it 's like that .	False
Love love love it	False
A lil sneaky hiding spot from Grand Ave	False
A dog day afternoon	True
Waiting on the Benzo	False
Checking out the new SLS	False
Thank you Ice Cream Angels !	False
Rude service will always get a one star .	False
No excuse for it . Period	False
It was also very dirty .	False
Awesome Apple Pie Martini !	True
Closed dec 12 - 24 for remodel .	False
Staff is super friendly and very informative .	True
Much improved menu and service .	True
Love the farm to table organic food focus .	True
The do n't count their french fries , like at McDonald 's ,	False
you get a big order of fries .	False
